SenIP,SenR,SenDFL,SenIPFirst,SenRFirst,SenDFLFirst
11,216,230,1,2,2
2,35,29,2,3,2
6,43,47,6,4,4
5,80,54,5,8,5
3,6,7,3,6,7
3,12,19,3,1,1
1,44,73,1,4,7
1,81,52,1,8,5
3,40,27,3,4,2
5,143,81,5,1,8
3,45,39,3,4,3
7,72,42,7,7,4
5,120,75,5,1,7
7,61,25,7,6,2
32,554,528,3,5,5
36,742,697,3,7,6
32,615,589,3,6,5
16,259,247,1,2,2
2,43,23,2,4,2
1,50,38,1,5,3
4,86,34,4,8,3
7,52,64,7,5,6
3,35,24,3,3,2
2,73,49,2,7,4
1,56,37,1,5,3
2,11,31,2,1,3
43,260,333,4,2,3
4,43,43,4,4,4
4,58,42,4,5,4
20,311,198,2,3,1
12,227,99,1,2,9
1,18,20,1,1,2
11,127,115,1,1,1
8,95,74,8,9,7
16,217,187,1,2,1
9,200,176,9,2,1
18,217,224,1,2,2
15,194,162,1,1,1
7,142,74,7,1,7
10,171,150,1,1,1
5,147,111,5,1,1
7,204,130,7,2,1
46,726,621,4,7,6
43,720,631,4,7,6
45,870,794,4,8,7
14,311,214,1,3,2
10,304,208,1,3,2
9,126,68,9,1,6
4,70,45,4,7,4
14,56,52,1,5,5
13,145,118,1,1,1
9,45,36,9,4,3
5,106,126,5,1,1
14,73,90,1,7,9
6,109,76,6,1,7
20,414,246,2,4,2
12,204,141,1,2,1
1,16,13,1,1,1
2,6,27,2,6,2
2,18,16,2,1,1
2,23,25,2,2,2
1,6,11,1,6,1
1,18,23,1,1,2
5,21,31,5,2,3
7,38,37,7,3,3
5,27,27,5,2,2
2,30,38,2,3,3
26,118,249,2,1,2
3,25,28,3,2,2
7,38,44,7,3,4
10,80,106,1,8,1
2,18,28,2,1,2
2,40,33,2,4,3
5,26,112,5,2,1
1,17,75,1,1,7
8,33,76,8,3,7
1,27,19,1,2,1
3,17,23,3,1,2
3,44,52,3,4,5
7,119,162,7,1,1
1,16,11,1,1,1
0,5,11,0,5,1
1,16,30,1,1,3
3,9,8,3,9,8
5,19,16,5,1,1
0,5,20,0,5,2
0,32,30,0,3,3
0,10,2,0,1,2
0,3,0,0,3,0
0,2,4,0,2,4
0,12,2,0,1,2
0,12,22,0,1,2
1,7,12,1,7,1
8,46,68,8,4,6
1,14,25,1,1,2
0,4,2,0,4,2
1,9,16,1,9,1
5,18,51,5,1,5
7,7,18,7,7,1
6,25,31,6,2,3
1,11,17,1,1,1
2,14,32,2,1,3
0,2,6,0,2,6
5,65,52,5,6,5
1,38,19,1,3,1
10,36,69,1,3,6
1,22,17,1,2,1
0,10,5,0,1,5
1,20,27,1,2,2
0,0,0,0,0,0
1,26,32,1,2,3
1,57,60,1,5,6
6,50,39,6,5,3
4,31,48,4,3,4
9,56,51,9,5,5
0,26,38,0,2,3
4,20,58,4,2,5
0,10,10,0,1,1
3,24,36,3,2,3
0,8,7,0,8,7
3,39,42,3,3,4
11,105,157,1,1,1
2,9,28,2,9,2
0,22,17,0,2,1
2,9,18,2,9,1
2,37,32,2,3,3
0,36,28,0,3,2
0,8,11,0,8,1
2,16,14,2,1,1
3,37,37,3,3,3
0,19,17,0,1,1
17,204,181,1,2,1
11,156,142,1,1,1
1,33,17,1,3,1
0,28,20,0,2,2
0,5,14,0,5,1
2,29,21,2,2,2
2,67,40,2,6,4
5,51,33,5,5,3
13,45,72,1,4,7
11,38,47,1,3,4
6,93,34,6,9,3
3,50,33,3,5,3
11,291,185,1,2,1
22,380,292,2,3,2
13,249,213,1,2,2
21,328,251,2,3,2
19,133,148,1,1,1
14,215,147,1,2,1
12,204,148,1,2,1
17,127,157,1,1,1
1,88,48,1,8,4
3,73,49,3,7,4
1,71,31,1,7,3
4,63,33,4,6,3
12,53,62,1,5,6
2,76,30,2,7,3
5,55,31,5,5,3
1,40,25,1,4,2
5,92,57,5,9,5
2,56,24,2,5,2
4,52,44,4,5,4
0,6,13,0,6,1
5,46,41,5,4,4
7,60,35,7,6,3
2,105,65,2,1,6
19,197,176,1,1,1
9,140,86,9,1,8
6,76,40,6,7,4
10,138,120,1,1,1
19,202,173,1,2,1
1,36,46,1,3,4
21,112,129,2,1,1
6,80,42,6,8,4
6,57,99,6,5,9
2,9,6,2,9,6
13,87,76,1,8,7
19,303,155,1,3,1
6,57,88,6,5,8
6,42,29,6,4,2
7,59,63,7,5,6
6,71,54,6,7,5
15,166,152,1,1,1
24,278,224,2,2,2
17,394,267,1,3,2
12,61,76,1,6,7
10,253,141,1,2,1
8,140,143,8,1,1
15,155,154,1,1,1
16,158,168,1,1,1
9,85,115,9,8,1
7,75,70,7,7,7
5,37,21,5,3,2
20,324,181,2,3,1
21,223,257,2,2,2
21,213,277,2,2,2
9,204,235,9,2,2
28,235,274,2,2,2
22,163,204,2,1,2
11,212,186,1,2,1
12,83,95,1,8,9
7,77,61,7,7,6
13,147,106,1,1,1
10,112,151,1,1,1
1,15,8,1,1,8
14,293,198,1,2,1
20,311,283,2,3,2
8,29,30,8,2,3
4,42,28,4,4,2
6,141,186,6,1,1
12,59,60,1,5,6
9,261,176,9,2,1
7,82,92,7,8,9
7,127,180,7,1,1
7,98,102,7,9,1
12,111,273,1,1,2
2,4,8,2,4,8
34,409,486,3,4,4
17,347,224,1,3,2
21,334,204,2,3,2
3,15,13,3,1,1
10,89,191,1,8,1
11,75,108,1,7,1
9,126,111,9,1,1
1,32,35,1,3,3
38,589,758,3,5,7
24,418,345,2,4,3
5,166,136,5,1,1
2,38,68,2,3,6
2,143,109,2,1,1
9,179,106,9,1,1
14,254,168,1,2,1
4,44,42,4,4,4
3,49,32,3,4,3
9,179,85,9,1,8
10,122,80,1,1,8
11,100,74,1,1,7
12,142,124,1,1,1
7,135,99,7,1,9
4,23,19,4,2,1
13,254,106,1,2,1
3,44,55,3,4,5
0,10,13,0,1,1
7,107,87,7,1,8
9,169,133,9,1,1
2,17,26,2,1,2
1,2,10,1,2,1
1,42,33,1,4,3
4,63,70,4,6,7
5,14,26,5,1,2
3,32,39,3,3,3
33,395,554,3,3,5
42,679,693,4,6,6
40,359,392,4,3,3
16,392,322,1,3,3
8,92,104,8,9,1
5,84,86,5,8,8
4,60,35,4,6,3
1,14,22,1,1,2
8,97,85,8,9,8
17,268,241,1,2,2
7,100,66,7,1,6
15,225,177,1,2,1
3,61,54,3,6,5
5,57,65,5,5,6
13,97,85,1,9,8
8,117,76,8,1,7
12,171,132,1,1,1
3,52,22,3,5,2
14,172,172,1,1,1
14,374,264,1,3,2
5,25,45,5,2,4
8,139,153,8,1,1
3,50,51,3,5,5
4,137,72,4,1,7
14,172,119,1,1,1
7,81,53,7,8,5
19,96,160,1,9,1
10,67,107,1,6,1
21,358,627,2,3,6
21,345,640,2,3,6
29,424,687,2,4,6
29,651,843,2,6,8
35,214,407,3,2,4
29,298,669,2,2,6
7,141,216,7,1,2
4,24,28,4,2,2
18,104,143,1,1,1
2,35,38,2,3,3
11,58,70,1,5,7
5,56,50,5,5,5
5,20,30,5,2,3
12,99,48,1,9,4
29,191,208,2,1,2
6,80,57,6,8,5
16,138,185,1,1,1
22,132,187,2,1,1
3,61,51,3,6,5
4,37,49,4,3,4
6,48,122,6,4,1
3,59,84,3,5,8
11,11,60,1,1,6
1,58,61,1,5,6
8,60,81,8,6,8
9,68,57,9,6,5
7,72,46,7,7,4
8,103,71,8,1,7
9,123,134,9,1,1
10,41,99,1,4,9
3,12,6,3,1,6
6,74,40,6,7,4
0,0,17,0,0,1
4,64,104,4,6,1
4,11,36,4,1,3
6,82,61,6,8,6
6,56,93,6,5,9
2,24,21,2,2,2
6,37,35,6,3,3
7,55,48,7,5,4
5,25,13,5,2,1
8,57,17,8,5,1
2,79,12,2,7,1
12,31,53,1,3,5
4,29,28,4,2,2
1,33,25,1,3,2
3,10,19,3,1,1
1,28,38,1,2,3
3,37,17,3,3,1
26,189,225,2,1,2
6,4,19,6,4,1
6,15,19,6,1,1
5,23,36,5,2,3
3,22,25,3,2,2
14,81,81,1,8,8
10,50,66,1,5,6
6,58,22,6,5,2
6,37,45,6,3,4
2,43,32,2,4,3
10,64,83,1,6,8
2,59,17,2,5,1
7,51,27,7,5,2
1,74,71,1,7,7
2,16,24,2,1,2
65,325,425,6,3,4
8,70,63,8,7,6
13,223,213,1,2,2
2,54,49,2,5,4
3,21,27,3,2,2
14,134,120,1,1,1
11,132,93,1,1,9
5,67,47,5,6,4
7,72,86,7,7,8
11,139,143,1,1,1
6,146,156,6,1,1
0,0,0,0,0,0
2,74,54,2,7,5
19,191,186,1,1,1
6,115,98,6,1,9
23,207,456,2,2,4
31,209,458,3,2,4
22,303,370,2,3,3
26,412,508,2,4,5
16,466,407,1,4,4
28,418,453,2,4,4
3,63,89,3,6,8
12,83,132,1,8,1
3,15,23,3,1,2
17,282,555,1,2,5
35,336,627,3,3,6
15,156,459,1,1,4
34,233,559,3,2,5
9,54,64,9,5,6
7,93,82,7,9,8
25,148,148,2,1,1
5,21,28,5,2,2
7,106,59,7,1,5
0,32,32,0,3,3
11,63,71,1,6,7
5,55,35,5,5,3
4,6,27,4,6,2
6,61,43,6,6,4
12,90,63,1,9,6
4,36,44,4,3,4
5,55,12,5,5,1
9,34,25,9,3,2
3,75,26,3,7,2
0,3,1,0,3,1
2,30,18,2,3,1
5,146,23,5,1,2
6,33,42,6,3,4
2,11,11,2,1,1
8,40,6,8,4,6
12,61,42,1,6,4
4,20,16,4,2,1
6,42,35,6,4,3
15,49,65,1,4,6
4,45,44,4,4,4
4,52,31,4,5,3
11,43,54,1,4,5
4,30,14,4,3,1
12,53,53,1,5,5
2,38,19,2,3,1
20,184,175,2,1,1
15,84,102,1,8,1
6,64,101,6,6,1
11,30,87,1,3,8
13,97,125,1,9,1
25,395,303,2,3,3
9,89,107,9,8,1
10,89,106,1,8,1
10,103,149,1,1,1
30,271,201,3,2,2
11,89,53,1,8,5
10,119,166,1,1,1
11,143,195,1,1,1
2,8,15,2,8,1
1,22,50,1,2,5
1,8,12,1,8,1
1,18,61,1,1,6
2,20,40,2,2,4
2,17,62,2,1,6
0,7,5,0,7,5
1,15,23,1,1,2
10,56,95,1,5,9
0,28,16,0,2,1
1,16,13,1,1,1
7,40,59,7,4,5
2,11,22,2,1,2
2,26,24,2,2,2
2,24,39,2,2,3
3,9,42,3,9,4
0,15,18,0,1,1
2,31,35,2,3,3
1,4,30,1,4,3
0,6,17,0,6,1
1,15,34,1,1,3
2,13,15,2,1,1
6,31,34,6,3,3
4,10,27,4,1,2
1,13,7,1,1,7
3,7,27,3,7,2
1,14,37,1,1,3
9,70,154,9,7,1
0,10,29,0,1,2
5,28,50,5,2,5
1,1,18,1,1,1
80,887,765,8,8,7
25,533,468,2,5,4
2,83,56,2,8,5
2,56,18,2,5,1
0,0,0,0,0,0
21,172,180,2,1,1
16,102,86,1,1,8
8,74,55,8,7,5
6,63,69,6,6,6
47,303,259,4,3,2
5,130,75,5,1,7
11,94,80,1,9,8
9,348,309,9,3,3
16,244,155,1,2,1
18,269,190,1,2,1
46,787,659,4,7,6
0,0,0,0,0,0
28,309,212,2,3,2
5,122,101,5,1,1
22,292,208,2,2,2
19,491,335,1,4,3
8,113,112,8,1,1
21,170,116,2,1,1
4,59,46,4,5,4
14,153,232,1,1,2
24,286,372,2,2,3
27,515,514,2,5,5
8,150,188,8,1,1
42,392,396,4,3,3
7,65,122,7,6,1
28,491,491,2,4,4
11,381,339,1,3,3
16,291,256,1,2,2
6,67,69,6,6,6
9,297,249,9,2,2
3,80,89,3,8,8
14,136,337,1,1,3
20,382,759,2,3,7
20,316,337,2,3,3
18,458,489,1,4,4
9,271,299,9,2,2
12,250,270,1,2,2
22,537,605,2,5,6
31,505,470,3,5,4
19,342,318,1,3,3
18,415,366,1,4,3
17,351,345,1,3,3
21,241,347,2,2,3
46,535,636,4,5,6
16,362,288,1,3,2
19,424,434,1,4,4
15,264,480,1,2,4
13,90,165,1,9,1
29,160,292,2,1,2
17,179,258,1,1,2
18,179,308,1,1,3
2,49,84,2,4,8
17,231,301,1,2,3
7,189,211,7,1,2
2,64,54,2,6,5
21,288,535,2,2,5
24,216,272,2,2,2
17,527,625,1,5,6
24,407,566,2,4,5
25,616,635,2,6,6
8,180,229,8,1,2
23,628,564,2,6,5
3,110,153,3,1,1
27,592,658,2,5,6
30,517,654,3,5,6
20,290,393,2,2,3
24,316,469,2,3,4
12,111,177,1,1,1
13,147,199,1,1,1
29,321,432,2,3,4
19,192,250,1,1,2
9,448,343,9,4,3
0,0,0,0,0,0
0,4,3,0,4,3
0,9,9,0,9,9
11,153,100,1,1,1
20,269,190,2,2,1
107,1089,890,1,1,8
12,146,87,1,1,8
4,51,34,4,5,3
4,103,99,4,1,9
12,373,238,1,3,2
18,171,153,1,1,1
3,60,35,3,6,3
6,57,13,6,5,1
4,116,37,4,1,3
6,140,66,6,1,6
2,82,36,2,8,3
10,153,85,1,1,8
0,60,22,0,6,2
1,17,19,1,1,1
5,126,103,5,1,1
7,158,66,7,1,6
4,107,71,4,1,7
5,37,56,5,3,5
13,246,138,1,2,1
5,105,69,5,1,6
8,48,32,8,4,3
2,71,46,2,7,4
5,24,19,5,2,1
12,169,166,1,1,1
14,233,183,1,2,1
4,81,105,4,8,1
1,52,62,1,5,6
11,240,143,1,2,1
6,39,35,6,3,3
2,28,29,2,2,2
13,172,142,1,1,1
4,48,53,4,4,5
4,16,13,4,1,1
8,71,85,8,7,8
8,202,176,8,2,1
15,215,232,1,2,2
16,274,198,1,2,1
16,330,266,1,3,2
15,406,288,1,4,2
13,271,232,1,2,2
17,292,234,1,2,2
17,351,258,1,3,2
28,329,228,2,3,2
14,252,139,1,2,1
4,61,58,4,6,5
12,152,150,1,1,1
13,225,161,1,2,1
5,109,53,5,1,5
15,142,130,1,1,1
4,78,63,4,7,6
9,180,178,9,1,1
2,65,61,2,6,6
3,57,41,3,5,4
9,177,91,9,1,9
2,55,51,2,5,5
11,170,185,1,1,1
8,173,107,8,1,1
4,63,46,4,6,4
9,171,122,9,1,1
12,174,203,1,1,2
6,78,77,6,7,7
4,45,72,4,4,7
2,60,37,2,6,3
2,41,34,2,4,3
6,38,29,6,3,2
10,142,83,1,1,8
7,156,116,7,1,1
6,158,86,6,1,8
6,96,37,6,9,3
14,163,154,1,1,1
2,77,60,2,7,6
7,112,158,7,1,1
20,237,297,2,2,2
43,437,306,4,4,3
13,220,116,1,2,1
8,159,96,8,1,9
2,14,11,2,1,1
4,22,38,4,2,3
16,251,152,1,2,1
3,102,87,3,1,8
11,112,107,1,1,1
5,114,85,5,1,8
10,133,138,1,1,1
5,107,118,5,1,1
1,32,32,1,3,3
2,119,90,2,1,9
5,53,68,5,5,6
1,4,5,1,4,5
5,72,58,5,7,5
0,19,20,0,1,2
1,33,18,1,3,1
3,25,11,3,2,1
4,51,43,4,5,4
2,13,7,2,1,7
2,15,8,2,1,8
0,24,14,0,2,1
0,33,38,0,3,3
4,13,22,4,1,2
0,23,7,0,2,7
4,11,26,4,1,2
2,21,60,2,2,6
3,34,26,3,3,2
0,6,16,0,6,1
11,84,78,1,8,7
12,130,128,1,1,1
2,22,11,2,2,1
0,16,18,0,1,1
1,13,31,1,1,3
3,48,28,3,4,2
8,110,119,8,1,1
10,137,101,1,1,1
12,29,62,1,2,6
8,71,62,8,7,6
2,34,45,2,3,4
6,111,111,6,1,1
2,14,33,2,1,3
8,106,120,8,1,1
19,105,158,1,1,1
29,219,247,2,2,2
14,105,144,1,1,1
8,144,132,8,1,1
27,222,248,2,2,2
22,366,392,2,3,3
0,11,23,0,1,2
5,66,86,5,6,8
1,16,25,1,1,2
3,42,76,3,4,7
4,104,106,4,1,1
2,26,59,2,2,5
4,44,62,4,4,6
1,7,27,1,7,2
8,70,76,8,7,7
3,11,21,3,1,2
2,32,30,2,3,3
14,188,188,1,1,1
4,89,62,4,8,6
0,22,19,0,2,1
1,31,8,1,3,8
12,142,140,1,1,1
1,8,6,1,8,6
6,57,53,6,5,5
12,89,77,1,8,7
2,23,25,2,2,2
1,6,15,1,6,1
20,160,244,2,1,2
13,164,147,1,1,1
2,4,16,2,4,1
2,36,65,2,3,6
8,82,132,8,8,1
7,96,101,7,9,1
11,40,50,1,4,5
2,5,14,2,5,1
2,27,34,2,2,3
6,40,72,6,4,7
1,36,62,1,3,6
1,6,6,1,6,6
10,142,121,1,1,1
29,426,571,2,4,5
10,263,257,1,2,2
5,131,125,5,1,1
33,495,583,3,4,5
23,300,278,2,3,2
18,220,190,1,2,1
1,21,46,1,2,4
10,169,221,1,1,2
12,175,117,1,1,1
13,49,94,1,4,9
0,0,0,0,0,0
3,55,62,3,5,6
5,42,83,5,4,8
0,14,17,0,1,1
17,260,491,1,2,4
11,53,32,1,5,3
5,32,14,5,3,1
5,86,16,5,8,1
11,60,49,1,6,4
19,441,108,1,4,1
3,71,21,3,7,2
3,41,29,3,4,2
8,52,30,8,5,3
6,69,31,6,6,3
3,4,12,3,4,1
11,22,37,1,2,3
1,12,14,1,1,1
16,78,111,1,7,1
2,118,18,2,1,1
50,297,302,5,2,3
53,410,387,5,4,3
1,35,20,1,3,2
8,32,34,8,3,3
8,88,55,8,8,5
2,18,13,2,1,1
9,80,37,9,8,3
4,20,14,4,2,1
2,32,30,2,3,3
1,18,15,1,1,1
1,27,13,1,2,1
4,16,12,4,1,1
0,10,25,0,1,2
3,57,40,3,5,4
0,10,12,0,1,1
0,6,7,0,6,7
3,48,47,3,4,4
0,7,22,0,7,2
2,15,41,2,1,4
4,97,53,4,9,5
19,151,224,1,1,2
23,205,248,2,2,2
10,122,204,1,1,2
14,113,173,1,1,1
9,153,205,9,1,2
16,153,160,1,1,1
8,95,69,8,9,6
16,281,277,1,2,2
16,233,243,1,2,2
7,71,111,7,7,1
20,169,231,2,1,2
15,221,251,1,2,2
2,31,38,2,3,3
6,50,79,6,5,7
2,37,29,2,3,2
0,24,27,0,2,2
2,26,45,2,2,4
3,12,38,3,1,3
3,10,7,3,1,7
14,135,162,1,1,1
2,73,69,2,7,6
1,44,25,1,4,2
13,209,208,1,2,2
2,30,50,2,3,5
5,79,90,5,7,9
3,51,47,3,5,4
6,61,70,6,6,7
1,18,29,1,1,2
9,45,46,9,4,4
0,3,11,0,3,1
0,10,21,0,1,2
1,14,7,1,1,7
0,14,14,0,1,1
3,20,18,3,2,1
4,32,29,4,3,2
0,22,20,0,2,2
4,84,51,4,8,5
1,4,12,1,4,1
2,20,21,2,2,2
0,17,19,0,1,1
3,46,29,3,4,2
11,109,94,1,1,9
0,17,12,0,1,1
4,66,16,4,6,1
1,32,17,1,3,1
1,50,25,1,5,2
16,106,87,1,1,8
2,28,32,2,2,3
2,26,14,2,2,1
1,11,9,1,1,9
2,32,22,2,3,2
4,16,9,4,1,9
0,10,13,0,1,1
4,37,36,4,3,3
0,11,12,0,1,1
2,25,11,2,2,1
1,43,31,1,4,3
10,58,51,1,5,5
0,6,6,0,6,6
0,12,7,0,1,7
1,33,11,1,3,1
3,32,18,3,3,1
1,23,18,1,2,1
2,12,29,2,1,2
0,10,17,0,1,1
1,11,16,1,1,1
0,20,17,0,2,1
6,20,22,6,2,2
1,31,20,1,3,2
2,104,82,2,1,8
3,46,16,3,4,1
2,33,38,2,3,3
4,57,61,4,5,6
3,50,42,3,5,4
0,0,0,0,0,0
3,49,71,3,4,7
5,43,33,5,4,3
1,4,12,1,4,1
4,44,46,4,4,4
31,314,547,3,3,5
4,70,84,4,7,8
12,229,268,1,2,2
2,63,41,2,6,4
0,27,35,0,2,3
1,22,30,1,2,3
2,37,44,2,3,4
5,123,143,5,1,1
6,107,105,6,1,1
1,68,58,1,6,5
4,116,148,4,1,1
3,47,35,3,4,3
3,56,53,3,5,5
3,102,76,3,1,7
0,29,29,0,2,2
3,2,8,3,2,8
18,163,319,1,1,3
5,37,59,5,3,5
5,44,27,5,4,2
1,10,5,1,1,5
3,52,48,3,5,4
7,99,114,7,9,1
27,745,942,2,7,9
22,572,409,2,5,4
24,632,793,2,6,7
0,0,0,0,0,0
13,267,726,1,2,7
19,306,806,1,3,8
1,93,103,1,9,1
10,215,638,1,2,6
32,418,801,3,4,8
34,508,753,3,5,7
22,383,589,2,3,5
20,164,367,2,1,3
18,313,578,1,3,5
15,301,463,1,3,4
9,184,378,9,1,3
26,259,501,2,2,5
31,427,621,3,4,6
23,499,637,2,4,6
27,501,660,2,5,6
13,149,251,1,1,2
20,334,541,2,3,5
10,322,419,1,3,4
18,191,346,1,1,3
27,353,627,2,3,6
20,451,849,2,4,8
33,756,846,3,7,8
26,545,814,2,5,8
31,298,474,3,2,4
33,598,792,3,5,7
12,209,423,1,2,4
33,717,1051,3,7,1
13,264,499,1,2,4
22,683,882,2,6,8
37,1098,1438,3,1,1
38,804,1140,3,8,1
18,774,450,1,7,4
14,829,481,1,8,4
37,420,618,3,4,6
22,335,518,2,3,5
30,412,592,3,4,5
23,464,635,2,4,6
29,587,780,2,5,7
11,254,374,1,2,3
28,603,1155,2,6,1
38,929,1343,3,9,1
21,541,1134,2,5,1
9,473,796,9,4,7
18,502,918,1,5,9
30,482,823,3,4,8
31,543,1023,3,5,1
21,423,867,2,4,8
24,383,723,2,3,7
12,120,624,1,1,6
17,168,918,1,1,9
27,97,658,2,9,6
13,65,480,1,6,4
9,42,568,9,4,5
24,160,1172,2,1,1
8,167,784,8,1,7
20,149,1024,2,1,1
22,127,611,2,1,6
5,27,116,5,2,1
20,37,417,2,3,4
0,63,186,0,6,1
9,131,583,9,1,5
17,43,309,1,4,3
5,61,192,5,6,1
3,20,103,3,2,1
5,183,892,5,1,8
13,234,859,1,2,8
23,302,974,2,3,9
11,183,808,1,1,8
28,246,1028,2,2,1
12,81,302,1,8,3
29,212,825,2,2,8
8,107,422,8,1,4
18,215,870,1,2,8
0,8,11,0,8,1
10,224,1021,1,2,1
18,214,800,1,2,8
12,108,663,1,1,6
25,145,639,2,1,6
24,183,826,2,1,8
15,437,1092,1,4,1
17,509,1233,1,5,1
20,457,1300,2,4,1
10,250,676,1,2,6
19,324,756,1,3,7
14,419,992,1,4,9
11,98,950,1,9,9
13,222,871,1,2,8
16,421,1253,1,4,1
13,337,748,1,3,7
16,165,690,1,1,6
13,207,1056,1,2,1
10,276,971,1,2,9
34,671,1755,3,6,1
15,142,920,1,1,9
8,92,852,8,9,8
13,127,885,1,1,8
17,230,932,1,2,9
14,217,662,1,2,6
22,488,567,2,4,5
6,414,869,6,4,8
16,168,1065,1,1,1
16,118,690,1,1,6
9,199,1083,9,1,1
33,309,1196,3,3,1
11,163,748,1,1,7
17,151,801,1,1,8
15,102,686,1,1,6
15,160,737,1,1,7
13,351,937,1,3,9
24,412,1309,2,4,1
25,187,1006,2,1,1
35,316,1165,3,3,1
31,96,506,3,9,5
22,165,562,2,1,5
13,93,371,1,9,3
25,156,622,2,1,6
21,126,518,2,1,5
4,27,149,4,2,1
18,201,524,1,2,5
17,115,339,1,1,3
12,35,180,1,3,1
15,180,587,1,1,5
23,207,632,2,2,6
0,41,184,0,4,1
15,168,478,1,1,4
22,177,576,2,1,5
24,89,442,2,8,4
25,87,382,2,8,3
10,115,354,1,1,3
20,252,571,2,2,5
16,151,331,1,1,3
12,137,394,1,1,3
20,117,597,2,1,5
19,97,325,1,9,3
18,133,439,1,1,4
11,86,299,1,8,2
18,167,573,1,1,5
14,157,417,1,1,4
12,113,381,1,1,3
10,213,560,1,2,5
20,195,472,2,1,4
15,203,458,1,2,4
10,98,372,1,9,3
23,353,949,2,3,9
17,305,706,1,3,7
24,369,609,2,3,6
16,432,716,1,4,7
21,421,560,2,4,5
24,1027,1340,2,1,1
29,831,977,2,8,9
52,1344,1413,5,1,1
35,861,931,3,8,9
5,27,28,5,2,2
15,617,521,1,6,5
35,733,906,3,7,9
27,681,721,2,6,7
30,444,700,3,4,7
51,1062,1066,5,1,1
28,844,737,2,8,7
13,284,262,1,2,2
12,431,442,1,4,4
36,685,825,3,6,8
57,887,1158,5,8,1
26,705,815,2,7,8
2,102,135,2,1,1
37,781,1041,3,7,1
39,813,1090,3,8,1
4,27,4,4,2,4
2,7,15,2,7,1
2,31,30,2,3,3
1,26,31,1,2,3
2,22,40,2,2,4
5,35,51,5,3,5
2,34,15,2,3,1
2,24,22,2,2,2
4,28,40,4,2,4
5,54,84,5,5,8
3,28,49,3,2,4
2,31,11,2,3,1
3,69,101,3,6,1
12,58,73,1,5,7
2,56,98,2,5,9
1,22,30,1,2,3
3,5,19,3,5,1
1,5,12,1,5,1
1,10,16,1,1,1
5,17,26,5,1,2
1,16,12,1,1,1
8,56,64,8,5,6
3,57,13,3,5,1
2,59,35,2,5,3
4,24,16,4,2,1
1,9,16,1,9,1
6,67,54,6,6,5
0,46,8,0,4,8
1,60,33,1,6,3
2,17,11,2,1,1
1,22,21,1,2,2
2,41,23,2,4,2
13,123,141,1,1,1
0,59,29,0,5,2
4,46,23,4,4,2
6,31,40,6,3,4
9,139,138,9,1,1
1,79,17,1,7,1
