SenIP,SenR,SenDFL,SenIPFirst,SenRFirst,SenDFLFirst
0,63,21,0,6,2
2,23,28,2,2,2
4,91,111,4,9,1
19,228,244,1,2,2
18,265,267,1,2,2
21,296,275,2,2,2
2,57,25,2,5,2
2,10,19,2,1,1
7,62,44,7,6,4
3,8,11,3,8,1
3,40,29,3,4,2
2,28,32,2,2,3
1,35,33,1,3,3
4,39,20,4,3,2
1,22,32,1,2,3
1,45,14,1,4,1
4,54,26,4,5,2
1,64,48,1,6,4
4,36,30,4,3,3
7,44,28,7,4,2
19,154,127,1,1,1
9,76,99,9,7,9
3,29,11,3,2,1
5,55,25,5,5,2
3,40,32,3,4,3
4,49,29,4,4,2
2,34,26,2,3,2
0,43,27,0,4,2
5,33,52,5,3,5
18,157,253,1,1,2
2,42,52,2,4,5
6,79,56,6,7,5
6,48,13,6,4,1
5,93,115,5,9,1
3,44,26,3,4,2
4,42,28,4,4,2
0,62,32,0,6,3
3,63,96,3,6,9
0,25,49,0,2,4
4,44,46,4,4,4
21,153,186,2,1,1
3,49,35,3,4,3
8,53,94,8,5,9
4,37,62,4,3,6
12,166,169,1,1,1
2,50,24,2,5,2
4,37,37,4,3,3
2,38,53,2,3,5
3,29,22,3,2,2
1,48,38,1,4,3
7,39,68,7,3,6
3,30,33,3,3,3
36,421,512,3,4,5
0,40,24,0,4,2
1,45,52,1,4,5
4,63,34,4,6,3
0,0,0,0,0,0
12,148,229,1,1,2
7,52,104,7,5,1
2,39,72,2,3,7
3,62,60,3,6,6
3,59,58,3,5,5
1,40,28,1,4,2
1,49,46,1,4,4
17,386,457,1,3,4
14,247,212,1,2,2
1,4,3,1,4,3
12,212,244,1,2,2
7,189,140,7,1,1
27,485,620,2,4,6
31,531,721,3,5,7
53,703,1054,5,7,1
54,612,917,5,6,9
10,291,218,1,2,2
42,666,370,4,6,3
25,124,174,2,1,1
8,185,97,8,1,9
6,41,56,6,4,5
5,42,690,5,4,6
16,572,1017,1,5,1
12,330,551,1,3,5
10,344,600,1,3,6
23,286,789,2,2,7
16,168,721,1,1,7
11,100,619,1,1,6
3,169,187,3,1,1
5,67,76,5,6,7
12,222,206,1,2,2
14,197,181,1,1,1
15,315,226,1,3,2
10,169,153,1,1,1
13,246,160,1,2,1
12,321,301,1,3,3
9,252,177,9,2,1
0,127,108,0,1,1
5,51,10,5,5,1
10,75,45,1,7,4
8,82,52,8,8,5
4,68,18,4,6,1
1,29,11,1,2,1
5,20,24,5,2,2
14,164,70,1,1,7
2,4,13,2,4,1
10,35,18,1,3,1
4,10,9,4,1,9
30,362,322,3,3,3
12,103,86,1,1,8
23,170,148,2,1,1
8,113,82,8,1,8
0,61,28,0,6,2
2,67,27,2,6,2
5,25,14,5,2,1
4,41,27,4,4,2
10,121,32,1,1,3
1,34,29,1,3,2
2,46,20,2,4,2
2,46,22,2,4,2
4,34,10,4,3,1
5,32,24,5,3,2
5,72,59,5,7,5
2,28,28,2,2,2
7,25,36,7,2,3
5,17,24,5,1,2
6,36,17,6,3,1
0,34,14,0,3,1
1,30,24,1,3,2
6,27,25,6,2,2
3,38,14,3,3,1
7,82,44,7,8,4
2,53,50,2,5,5
3,27,22,3,2,2
9,130,142,9,1,1
4,26,22,4,2,2
7,41,50,7,4,5
2,33,21,2,3,2
7,120,82,7,1,8
0,4,6,0,4,6
14,390,174,1,3,1
6,102,68,6,1,6
0,15,4,0,1,4
8,86,60,8,8,6
4,64,42,4,6,4
2,33,22,2,3,2
11,234,78,1,2,7
1,12,8,1,1,8
0,34,18,0,3,1
2,4,6,2,4,6
0,14,11,0,1,1
0,5,6,0,5,6
0,7,8,0,7,8
4,23,28,4,2,2
2,15,20,2,1,2
1,32,15,1,3,1
29,465,355,2,4,3
3,81,44,3,8,4
6,59,28,6,5,2
2,31,24,2,3,2
5,146,74,5,1,7
0,10,8,0,1,8
4,49,51,4,4,5
0,33,43,0,3,4
0,4,7,0,4,7
15,272,201,1,2,2
8,25,68,8,2,6
6,57,140,6,5,1
0,17,80,0,1,8
5,34,71,5,3,7
3,31,51,3,3,5
2,16,44,2,1,4
1,11,29,1,1,2
28,273,422,2,2,4
16,128,253,1,1,2
2,1,19,2,1,1
6,122,141,6,1,1
18,125,315,1,1,3
14,194,269,1,1,2
6,135,203,6,1,2
0,3,2,0,3,2
13,137,258,1,1,2
1,2,19,1,2,1
17,131,299,1,1,2
13,422,521,1,4,5
8,36,49,8,3,4
6,121,269,6,1,2
62,476,1288,6,4,1
17,144,251,1,1,2
5,74,85,5,7,8
6,70,150,6,7,1
8,75,137,8,7,1
0,40,24,0,4,2
3,17,69,3,1,6
14,328,716,1,3,7
14,269,735,1,2,7
19,394,805,1,3,8
13,361,747,1,3,7
17,374,746,1,3,7
23,571,1192,2,5,1
13,305,796,1,3,7
13,502,877,1,5,8
5,196,464,5,1,4
24,344,502,2,3,5
18,534,1043,1,5,1
10,187,678,1,1,6
10,192,651,1,1,6
12,120,522,1,1,5
15,179,847,1,1,8
13,346,847,1,3,8
13,105,543,1,1,5
8,146,475,8,1,4
8,64,300,8,6,3
8,113,371,8,1,3
11,118,415,1,1,4
23,298,607,2,2,6
15,390,666,1,3,6
13,349,725,1,3,7
20,386,666,2,3,6
19,173,514,1,1,5
12,158,460,1,1,4
9,78,258,9,7,2
18,238,753,1,2,7
17,198,613,1,1,6
10,185,503,1,1,5
20,343,875,2,3,8
6,169,387,6,1,3
23,271,713,2,2,7
16,331,579,1,3,5
3,70,84,3,7,8
2,36,58,2,3,5
10,19,34,1,1,3
33,555,919,3,5,9
24,101,171,2,1,1
18,170,427,1,1,4
27,145,340,2,1,3
2,60,162,2,6,1
0,12,20,0,1,2
37,413,671,3,4,6
12,48,102,1,4,1
2,35,24,2,3,2
6,34,143,6,3,1
5,40,62,5,4,6
9,304,393,9,3,3
6,113,217,6,1,2
31,263,462,3,2,4
14,352,455,1,3,4
25,462,618,2,4,6
6,78,118,6,7,1
4,12,43,4,1,4
10,234,282,1,2,2
0,24,37,0,2,3
1,11,16,1,1,1
16,441,645,1,4,6
5,405,635,5,4,6
29,520,832,2,5,8
6,66,200,6,6,2
4,31,125,4,3,1
5,127,287,5,1,2
6,150,251,6,1,2
15,218,501,1,2,5
9,113,222,9,1,2
7,97,173,7,9,1
9,143,233,9,1,2
17,246,539,1,2,5
24,338,713,2,3,7
27,393,856,2,3,8
34,298,635,3,2,6
11,103,205,1,1,2
0,19,29,0,1,2
4,24,37,4,2,3
4,20,73,4,2,7
16,420,597,1,4,5
6,51,82,6,5,8
12,90,82,1,9,8
1,4,25,1,4,2
6,25,28,6,2,2
5,78,141,5,7,1
3,8,34,3,8,3
2,8,26,2,8,2
1,39,79,1,3,7
16,190,408,1,1,4
2,12,30,2,1,3
16,279,431,1,2,4
17,208,456,1,2,4
0,9,27,0,9,2
28,244,440,2,2,4
3,11,22,3,1,2
4,39,84,4,3,8
13,143,196,1,1,1
3,47,56,3,4,5
1,41,57,1,4,5
1,73,119,1,7,1
6,36,60,6,3,6
2,60,53,2,6,5
2,37,51,2,3,5
10,76,132,1,7,1
4,16,28,4,1,2
2,40,43,2,4,4
1,4,12,1,4,1
24,340,822,2,3,8
26,616,990,2,6,9
7,70,117,7,7,1
20,288,508,2,2,5
1,24,72,1,2,7
4,23,44,4,2,4
2,29,41,2,2,4
5,58,147,5,5,1
0,0,0,0,0,0
3,36,94,3,3,9
8,46,94,8,4,9
18,181,193,1,1,1
0,1,0,0,1,0
1,44,80,1,4,8
6,253,226,6,2,2
2,31,43,2,3,4
0,2,10,0,2,1
6,78,143,6,7,1
0,0,0,0,0,0
0,0,4,0,0,4
0,1,8,0,1,8
1,18,26,1,1,2
5,69,34,5,6,3
2,5,55,2,5,5
8,37,44,8,3,4
2,3,17,2,3,1
1,8,5,1,8,5
0,15,63,0,1,6
3,76,112,3,7,1
22,276,523,2,2,5
27,256,345,2,2,3
24,144,330,2,1,3
24,225,396,2,2,3
18,245,501,1,2,5
9,30,73,9,3,7
20,214,466,2,2,4
17,149,188,1,1,1
11,127,202,1,1,2
7,31,22,7,3,2
3,23,43,3,2,4
13,102,157,1,1,1
4,36,104,4,3,1
1,41,40,1,4,4
59,961,806,5,9,8
9,214,139,9,2,1
3,116,68,3,1,6
22,696,395,2,6,3
45,1493,665,4,1,6
19,858,460,1,8,4
11,440,236,1,4,2
7,187,157,7,1,1
31,634,485,3,6,4
23,279,208,2,2,2
10,341,177,1,3,1
27,939,519,2,9,5
35,711,647,3,7,6
22,600,466,2,6,4
16,388,322,1,3,3
26,675,649,2,6,6
28,823,578,2,8,5
20,871,555,2,8,5
20,609,361,2,6,3
19,439,319,1,4,3
14,665,464,1,6,4
7,140,87,7,1,8
13,366,197,1,3,1
14,204,276,1,2,2
28,671,665,2,6,6
30,658,610,3,6,6
22,845,705,2,8,7
8,520,272,8,5,2
31,871,663,3,8,6
30,963,698,3,9,6
12,362,367,1,3,3
24,523,583,2,5,5
28,367,437,2,3,4
15,312,339,1,3,3
24,575,447,2,5,4
16,356,393,1,3,3
28,532,549,2,5,5
9,258,265,9,2,2
26,419,415,2,4,4
9,490,261,9,4,2
24,688,562,2,6,5
14,377,280,1,3,2
10,471,306,1,4,3
1,3,20,1,3,2
3,62,47,3,6,4
30,991,477,3,9,4
23,639,367,2,6,3
31,794,523,3,7,5
41,1101,522,4,1,5
33,393,373,3,3,3
18,347,270,1,3,2
50,831,540,5,8,5
25,538,404,2,5,4
16,380,214,1,3,2
13,93,71,1,9,7
19,410,276,1,4,2
26,551,430,2,5,4
17,707,351,1,7,3
22,419,346,2,4,3
19,492,427,1,4,4
23,536,360,2,5,3
19,560,288,1,5,2
32,803,436,3,8,4
32,557,373,3,5,3
0,15,25,0,1,2
9,177,294,9,1,2
13,199,299,1,1,2
20,284,446,2,2,4
20,385,182,2,3,1
32,377,270,3,3,2
27,452,264,2,4,2
27,525,306,2,5,3
11,347,205,1,3,2
23,370,210,2,3,2
26,717,405,2,7,4
30,700,489,3,7,4
13,718,464,1,7,4
28,577,561,2,5,5
19,571,359,1,5,3
26,799,381,2,7,3
3,26,14,3,2,1
3,77,58,3,7,5
33,399,425,3,3,4
13,125,132,1,1,1
2,46,37,2,4,3
4,66,38,4,6,3
9,65,57,9,6,5
12,158,84,1,1,8
38,344,401,3,3,4
10,124,135,1,1,1
4,50,43,4,5,4
11,124,77,1,1,7
13,149,81,1,1,8
15,138,180,1,1,1
9,147,101,9,1,1
12,118,86,1,1,8
5,60,72,5,6,7
0,0,0,0,0,0
4,71,52,4,7,5
9,64,57,9,6,5
9,119,69,9,1,6
3,46,41,3,4,4
5,72,51,5,7,5
5,71,39,5,7,3
5,141,71,5,1,7
26,221,245,2,2,2
35,424,309,3,4,3
15,197,110,1,1,1
4,61,23,4,6,2
12,303,233,1,3,2
13,260,148,1,2,1
13,206,200,1,2,2
7,102,147,7,1,1
34,570,425,3,5,4
7,82,134,7,8,1
0,0,0,0,0,0
49,665,615,4,6,6
18,459,413,1,4,4
17,194,277,1,1,2
3,57,51,3,5,5
4,39,59,4,3,5
26,291,223,2,2,2
7,59,66,7,5,6
4,59,46,4,5,4
20,280,233,2,2,2
13,222,116,1,2,1
16,142,97,1,1,9
8,71,30,8,7,3
4,48,26,4,4,2
6,99,57,6,9,5
10,255,154,1,2,1
14,118,106,1,1,1
10,98,110,1,9,1
9,214,76,9,2,7
3,53,34,3,5,3
2,19,7,2,1,7
5,60,34,5,6,3
16,379,258,1,3,2
7,159,73,7,1,7
14,407,313,1,4,3
24,396,259,2,3,2
2,37,15,2,3,1
32,501,379,3,5,3
3,167,103,3,1,1
20,261,113,2,2,1
14,136,108,1,1,1
6,160,135,6,1,1
4,64,34,4,6,3
3,41,32,3,4,3
10,109,71,1,1,7
36,410,408,3,4,4
14,340,325,1,3,3
2,44,18,2,4,1
11,278,249,1,2,2
24,555,388,2,5,3
2,19,13,2,1,1
1,14,10,1,1,1
48,807,449,4,8,4
19,103,197,1,1,1
15,204,364,1,2,3
11,91,190,1,9,1
21,202,278,2,2,2
12,132,224,1,1,2
16,388,367,1,3,3
15,132,389,1,1,3
25,427,649,2,4,6
15,551,605,1,5,6
23,371,488,2,3,4
44,570,602,4,5,6
16,240,287,1,2,2
16,264,340,1,2,3
21,351,463,2,3,4
22,364,503,2,3,5
10,279,359,1,2,3
11,134,205,1,1,2
18,182,219,1,1,2
20,301,518,2,3,5
24,413,431,2,4,4
27,771,615,2,7,6
26,715,626,2,7,6
17,219,409,1,2,4
42,552,691,4,5,6
11,307,248,1,3,2
0,2,2,0,2,2
6,65,30,6,6,3
10,81,59,1,8,5
1,15,10,1,1,1
24,179,98,2,1,9
19,456,403,1,4,4
20,631,375,2,6,3
8,358,341,8,3,3
28,510,454,2,5,4
11,339,229,1,3,2
18,428,402,1,4,4
22,407,363,2,4,3
49,744,557,4,7,5
8,272,126,8,2,1
1,12,8,1,1,8
4,56,38,4,5,3
19,244,328,1,2,3
22,398,508,2,3,5
13,142,171,1,1,1
1,26,27,1,2,2
32,643,455,3,6,4
3,67,44,3,6,4
8,104,89,8,1,8
15,110,93,1,1,9
18,222,367,1,2,3
11,80,97,1,8,9
6,99,66,6,9,6
12,133,91,1,1,9
18,120,140,1,1,1
7,142,90,7,1,9
13,110,80,1,1,8
25,198,208,2,1,2
9,101,101,9,1,1
3,118,85,3,1,8
8,80,55,8,8,5
19,350,429,1,3,4
34,533,493,3,5,4
28,336,334,2,3,3
31,702,489,3,7,4
13,242,258,1,2,2
13,291,268,1,2,2
28,428,461,2,4,4
31,464,486,3,4,4
19,427,350,1,4,3
15,390,348,1,3,3
7,172,93,7,1,9
24,127,139,2,1,1
12,68,87,1,6,8
1,32,18,1,3,1
2,40,15,2,4,1
5,95,100,5,9,1
2,88,29,2,8,2
1,56,66,1,5,6
0,22,25,0,2,2
1,27,21,1,2,2
0,18,29,0,1,2
4,91,73,4,9,7
4,137,103,4,1,1
2,106,26,2,1,2
0,70,8,0,7,8
2,70,11,2,7,1
11,73,195,1,7,1
3,166,239,3,1,2
14,89,237,1,8,2
18,71,321,1,7,3
8,140,284,8,1,2
6,196,184,6,1,1
4,103,65,4,1,6
1,29,26,1,2,2
0,35,33,0,3,3
2,22,36,2,2,3
0,20,16,0,2,1
2,66,38,2,6,3
2,16,18,2,1,1
16,181,358,1,1,3
6,47,46,6,4,4
20,229,366,2,2,3
14,255,360,1,2,3
5,48,101,5,4,1
1,22,70,1,2,7
1,36,32,1,3,3
1,27,34,1,2,3
1,12,18,1,1,1
3,16,30,3,1,3
2,22,28,2,2,2
0,41,31,0,4,3
2,17,36,2,1,3
2,32,29,2,3,2
2,32,51,2,3,5
3,15,29,3,1,2
2,6,42,2,6,4
7,156,143,7,1,1
2,48,75,2,4,7
0,25,40,0,2,4
0,6,24,0,6,2
0,11,31,0,1,3
2,33,53,2,3,5
1,82,50,1,8,5
1,26,33,1,2,3
1,37,31,1,3,3
1,27,36,1,2,3
3,12,21,3,1,2
7,70,105,7,7,1
3,20,42,3,2,4
5,89,55,5,8,5
10,78,80,1,7,8
5,53,65,5,5,6
12,169,147,1,1,1
15,96,153,1,9,1
11,99,105,1,9,1
9,65,78,9,6,7
8,149,144,8,1,1
4,10,23,4,1,2
17,113,161,1,1,1
13,78,138,1,7,1
14,92,92,1,9,9
4,107,70,4,1,7
9,82,53,9,8,5
6,158,101,6,1,1
4,62,72,4,6,7
8,142,126,8,1,1
9,117,144,9,1,1
6,25,46,6,2,4
8,48,74,8,4,7
11,179,106,1,1,1
8,128,130,8,1,1
5,60,56,5,6,5
8,172,122,8,1,1
31,394,396,3,3,3
11,225,145,1,2,1
10,137,76,1,1,7
0,36,32,0,3,3
10,99,96,1,9,9
12,127,97,1,1,9
20,266,248,2,2,2
6,135,79,6,1,7
7,103,60,7,1,6
0,0,0,0,0,0
3,63,73,3,6,7
7,146,81,7,1,8
15,126,107,1,1,1
2,19,8,2,1,8
3,60,38,3,6,3
3,91,81,3,9,8
1,15,15,1,1,1
18,45,135,1,4,1
2,9,22,2,9,2
0,20,15,0,2,1
2,22,21,2,2,2
2,11,24,2,1,2
5,23,31,5,2,3
3,45,69,3,4,6
0,25,15,0,2,1
0,32,27,0,3,2
1,12,17,1,1,1
0,4,10,0,4,1
1,17,25,1,1,2
2,32,16,2,3,1
1,20,10,1,2,1
0,7,13,0,7,1
3,17,20,3,1,2
7,94,165,7,9,1
9,105,216,9,1,2
2,17,16,2,1,1
0,8,5,0,8,5
6,90,61,6,9,6
10,165,108,1,1,1
8,159,104,8,1,1
13,118,79,1,1,7
7,58,40,7,5,4
13,280,294,1,2,2
2,7,29,2,7,2
14,72,76,1,7,7
3,40,53,3,4,5
8,68,107,8,6,1
13,86,122,1,8,1
22,213,274,2,2,2
18,211,286,1,2,2
28,259,361,2,2,3
11,117,172,1,1,1
11,178,122,1,1,1
5,36,18,5,3,1
3,22,10,3,2,1
3,31,34,3,3,3
15,94,85,1,9,8
9,75,69,9,7,6
6,62,118,6,6,1
37,276,229,3,2,2
16,267,203,1,2,2
5,103,65,5,1,6
12,115,243,1,1,2
14,146,227,1,1,2
13,112,166,1,1,1
4,47,66,4,4,6
4,109,54,4,1,5
13,180,133,1,1,1
5,32,30,5,3,3
2,10,6,2,1,6
5,129,54,5,1,5
7,212,127,7,2,1
4,45,22,4,4,2
5,15,17,5,1,1
1,62,29,1,6,2
2,58,35,2,5,3
3,52,25,3,5,2
3,44,34,3,4,3
17,288,231,1,2,2
2,11,17,2,1,1
5,73,27,5,7,2
6,32,36,6,3,3
7,100,72,7,1,7
5,79,63,5,7,6
9,94,111,9,9,1
6,45,63,6,4,6
6,127,100,6,1,1
8,210,132,8,2,1
7,108,49,7,1,4
16,226,203,1,2,2
9,162,162,9,1,1
16,268,268,1,2,2
7,251,126,7,2,1
4,140,32,4,1,3
7,87,66,7,8,6
10,120,127,1,1,1
2,50,37,2,5,3
0,0,2,0,0,2
9,71,53,9,7,5
6,130,128,6,1,1
25,304,375,2,3,3
6,98,113,6,9,1
18,153,221,1,1,2
5,86,69,5,8,6
7,123,79,7,1,7
3,88,83,3,8,8
3,55,30,3,5,3
4,50,37,4,5,3
28,291,333,2,2,3
9,97,154,9,9,1
29,401,456,2,4,4
7,107,158,7,1,1
15,65,112,1,6,1
15,196,257,1,1,2
5,71,62,5,7,6
15,374,253,1,3,2
7,185,228,7,1,2
7,200,181,7,2,1
8,195,188,8,1,1
6,197,169,6,1,1
22,379,479,2,3,4
15,534,376,1,5,3
6,212,281,6,2,2
7,494,501,7,4,5
23,443,478,2,4,4
14,404,473,1,4,4
17,532,726,1,5,7
32,576,649,3,5,6
38,433,738,3,4,7
25,496,693,2,4,6
31,703,693,3,7,6
28,461,630,2,4,6
3,189,172,3,1,1
30,544,645,3,5,6
8,413,173,8,4,1
17,432,337,1,4,3
26,460,451,2,4,4
27,595,556,2,5,5
36,890,623,3,8,6
28,655,551,2,6,5
43,1022,807,4,1,8
32,1360,939,3,1,9
3,50,85,3,5,8
0,1,0,0,1,0
30,983,696,3,9,6
9,143,76,9,1,7
27,692,552,2,6,5
14,652,525,1,6,5
10,363,196,1,3,1
39,755,694,3,7,6
30,1214,946,3,1,9
22,397,428,2,3,4
4,77,86,4,7,8
19,171,290,1,1,2
7,48,120,7,4,1
43,860,952,4,8,9
41,1135,1103,4,1,1
5,143,281,5,1,2
19,733,710,1,7,7
31,443,586,3,4,5
23,349,556,2,3,5
9,319,503,9,3,5
38,574,938,3,5,9
30,464,681,3,4,6
33,536,740,3,5,7
30,622,589,3,6,5
35,855,1063,3,8,1
6,299,321,6,2,3
15,271,376,1,2,3
17,521,580,1,5,5
4,118,104,4,1,1
6,92,97,6,9,9
6,140,173,6,1,1
5,39,42,5,3,4
32,230,413,3,2,4
15,228,319,1,2,3
34,988,973,3,9,9
11,270,369,1,2,3
17,353,754,1,3,7
17,325,514,1,3,5
33,509,831,3,5,8
29,886,861,2,8,8
25,593,729,2,5,7
6,413,414,6,4,4
24,690,582,2,6,5
32,1161,752,3,1,7
5,80,91,5,8,9
13,63,121,1,6,1
34,467,733,3,4,7
29,859,965,2,8,9
16,347,453,1,3,4
37,661,886,3,6,8
25,587,924,2,5,9
16,651,660,1,6,6
16,697,745,1,6,7
25,909,847,2,9,8
31,1053,994,3,1,9
25,876,822,2,8,8
16,836,945,1,8,9
29,765,771,2,7,7
13,821,526,1,8,5
11,465,477,1,4,4
7,638,336,7,6,3
13,991,717,1,9,7
4,32,43,4,3,4
8,51,48,8,5,4
6,70,97,6,7,9
3,86,25,3,8,2
2,5,16,2,5,1
1,38,35,1,3,3
2,4,16,2,4,1
3,36,44,3,3,4
3,70,84,3,7,8
26,220,326,2,2,3
10,83,60,1,8,6
4,52,67,4,5,6
2,24,27,2,2,2
1,33,52,1,3,5
2,13,10,2,1,1
7,64,82,7,6,8
6,71,74,6,7,7
21,255,378,2,2,3
18,234,378,1,2,3
2,53,56,2,5,5
3,69,25,3,6,2
1,58,17,1,5,1
0,17,7,0,1,7
1,15,32,1,1,3
2,16,7,2,1,7
2,27,21,2,2,2
13,221,214,1,2,2
15,171,173,1,1,1
11,91,131,1,9,1
3,58,36,3,5,3
8,24,32,8,2,3
0,16,6,0,1,6
1,11,11,1,1,1
2,29,13,2,2,1
1,8,3,1,8,3
1,20,19,1,2,1
3,25,25,3,2,2
3,14,24,3,1,2
1,13,17,1,1,1
0,12,15,0,1,1
0,13,12,0,1,1
1,11,10,1,1,1
2,20,18,2,2,1
1,9,5,1,9,5
1,17,8,1,1,8
1,25,14,1,2,1
1,39,21,1,3,2
1,28,19,1,2,1
2,40,57,2,4,5
2,36,24,2,3,2
3,12,19,3,1,1
2,27,14,2,2,1
2,24,21,2,2,2
12,86,56,1,8,5
8,64,90,8,6,9
6,115,80,6,1,8
6,25,33,6,2,3
3,68,66,3,6,6
3,101,48,3,1,4
25,268,390,2,2,3
24,226,235,2,2,2
4,51,49,4,5,4
6,59,59,6,5,5
6,79,75,6,7,7
24,275,276,2,2,2
0,2,2,0,2,2
34,238,260,3,2,2
1,10,16,1,1,1
6,28,44,6,2,4
7,46,40,7,4,4
14,153,134,1,1,1
10,100,75,1,1,7
4,123,69,4,1,6
18,130,99,1,1,9
8,118,124,8,1,1
11,122,131,1,1,1
64,611,574,6,6,5
10,90,98,1,9,9
7,93,82,7,9,8
19,105,118,1,1,1
3,28,45,3,2,4
10,116,87,1,1,8
9,127,89,9,1,8
3,30,31,3,3,3
21,238,190,2,2,1
17,149,205,1,1,2
12,303,346,1,3,3
21,156,245,2,1,2
16,299,346,1,2,3
16,143,298,1,1,2
18,155,269,1,1,2
18,139,321,1,1,3
7,84,194,7,8,1
17,119,229,1,1,2
8,96,219,8,9,2
13,121,339,1,1,3
10,89,198,1,8,1
16,125,241,1,1,2
23,132,236,2,1,2
5,217,300,5,2,3
17,378,421,1,3,4
4,60,80,4,6,8
50,1213,769,5,1,7
10,291,222,1,2,2
27,475,507,2,4,5
66,1241,941,6,1,9
51,861,713,5,8,7
29,650,529,2,6,5
0,33,22,0,3,2
17,501,257,1,5,2
20,358,208,2,3,2
23,282,256,2,2,2
20,334,208,2,3,2
28,497,335,2,4,3
13,370,121,1,3,1
29,622,401,2,6,4
0,14,9,0,1,9
68,1313,898,6,1,8
20,771,426,2,7,4
17,273,190,1,2,1
27,583,337,2,5,3
0,1,0,0,1,0
27,276,255,2,2,2
37,360,284,3,3,2
15,432,306,1,4,3
0,44,21,0,4,2
22,423,251,2,4,2
8,232,118,8,2,1
102,1835,1683,1,1,1
27,755,484,2,7,4
38,545,404,3,5,4
59,1518,904,5,1,9
58,1293,874,5,1,8
2,74,71,2,7,7
17,642,528,1,6,5
48,789,511,4,7,5
61,1416,805,6,1,8
45,2147,1213,4,2,1
29,634,385,2,6,3
2,24,22,2,2,2
10,339,244,1,3,2
15,191,110,1,1,1
9,279,144,9,2,1
11,261,205,1,2,2
13,304,155,1,3,1
2,23,42,2,2,4
14,279,319,1,2,3
12,121,169,1,1,1
5,47,32,5,4,3
6,47,22,6,4,2
0,30,17,0,3,1
1,22,15,1,2,1
6,48,46,6,4,4
12,250,451,1,2,4
2,58,36,2,5,3
2,24,41,2,2,4
0,3,17,0,3,1
1,39,51,1,3,5
1,29,44,1,2,4
1,75,89,1,7,8
5,74,29,5,7,2
2,46,43,2,4,4
0,32,22,0,3,2
4,46,45,4,4,4
4,27,47,4,2,4
0,63,31,0,6,3
0,14,33,0,1,3
4,43,39,4,4,3
2,49,49,2,4,4
3,99,88,3,9,8
0,26,29,0,2,2
4,36,27,4,3,2
0,26,42,0,2,4
5,57,86,5,5,8
6,39,56,6,3,5
